iteration,country_name,currency,is_circulation,person,years_of_birth_death,in_circulation_since,years_of_circulation,reason_for_honor,denomination,obverse_or_reverse
150,Finland,Markka,0,Paavo Nurmi,1897–1973,NA,1986–1992,Olympic gold and silver multi-medalist,10mk,reverse
150,Finland,Markka,0,Jean Sibelius,1865–1957,NA,1986–2002,classical composer,100mk,reverse
151,France,Franc,0,René Descartes,1595-1650,NA,1942-1944,"Philosopher, mathematician, and scientist",₣100,Obverse
151,France,Franc,0,"Jean-Baptiste Colbert, Marquis de Seignelay",1651-1690,NA,1944,Politician,₣100,Obverse
151,France,Franc,0,Urbain Jean Joseph Le Verrier,1811-1877,NA,1946-1951,Mathematician who specialized in celestial mechanics and is best known for predicting the existence and position of Neptune using only mathematics,₣50,Obverse
151,France,Franc,0,François-René de Chateaubriand,1768-1848,NA,1945-1953,"Writer, politician, diplomat, and historian; founder of Romanticism in French literature",₣500,Obverse
151,France,Franc,0,Victor Hugo,1802-1885,NA,1954-1958,"Poet, novelist and dramatist",₣500,Both
151,France,Franc,0,"Armand Jean du Plessis, Cardinal-Duke of Richelieu and of Fronsac",1585-1642,NA,1953-1957,"Clergyman, nobleman, and statesman; Cardinal, Bishop of Luçon","₣1,000",Both
151,France,Franc,0,King Henri IV,1553-1610,NA,1957 and 1958,King of France (1589-1610),"₣5,000",Both
151,France,Franc,0,Napoleon Bonaparte (Napoleon I),1769-1821,NA,1955-1958,Military and political leader who rose to prominence during the French Revolution and led several successful campaigns during the Revolutionary Wars; Emperor of the French (1804-1814); King of Italy (1805-1814); Protector of the Confederation of the Rhine (1806-1813),"₣10,000",Both
151,France,New Franc (Nouveau franc),0,Victor Hugo,1802-1885,NA,1960,"Poet, novelist and dramatist",NF5,Both
151,France,New Franc (Nouveau franc),0,"Armand Jean du Plessis, Cardinal-Duke of Richelieu and of Fronsac",1585-1642,NA,1960,"Clergyman, nobleman, and statesman; Cardinal, Bishop of Luçon",NF10,Both
151,France,New Franc (Nouveau franc),0,King Henri IV,1553-1610,NA,1960,King of France (1589-1610),NF50,Both
151,France,New Franc (Nouveau franc),0,Napoleon Bonaparte (Napoleon I),1769-1821,NA,1960,Military and political leader who rose to prominence during the French Revolution and led several successful campaigns during the Revolutionary Wars; Emperor of the French (1804-1814); King of Italy (1805-1814); Protector of the Confederation of the Rhine (1806-1813),NF100,Both
151,France,New Franc (Nouveau franc),0,Jean-Baptiste Poquelin,1622-1673,NA,1959-1966,Playwright and actor,NF500,Both
151,France,Franc,0,Louis Pasteur,1822-1895,NA,1966-1970,"Chemist and microbiologist renowned for his discoveries of the principles of vaccination, microbial fermentation and pasteurization",₣5,Both
151,France,Franc,0,François-Marie Arouet (Voltaire),1694-1778,NA,1963-1973,"Enlightenment writer, historian, and philosopher",₣10,Both
151,France,Franc,0,Jean Racine,1639-1699,NA,1962-1976,Dramatist,₣50,Both
151,France,Franc,0,Pierre Corneille,1606-1684,NA,1964-1979,Tragedian,₣100,Both
151,France,Franc,0,Hector Berlioz,1803-1869,NA,1972-1978,Composer,₣10,Both
151,France,Franc,0,Claude-Achille Debussy,1862-1918,NA,1980-1997,Composer,₣20,Both
151,France,Franc,0,Maurice Quentin de La Tour,1704-1788,NA,1976-1992,Portraitist,₣50,Both
151,France,Franc,0,Ferdinand-Victor-Eugène Delacroix,1898-1863,NA,1978-1995,Romantic painter,₣100,Both
151,France,Franc,0,"Charles-Louis de Secondat, Baron de La Brède et de Montesquieu",1689-1755,NA,1981-1994,"Lawyer, man of letters, and political philosopher",₣200,Both
151,France,Franc,0,Blaise Pascal,1623-1662,NA,1968-1993,"Mathematician, physicist, inventor, writer and Christian philosopher",₣500,Both
151,France,Franc,0,Antoine de Saint-Exupéry,1900–1944,NA,1992–2002,Author and aviator,₣50,Obverse
151,France,Franc,0,Paul Cézanne,1839–1906,NA,1997–2002,Post-Impressionist painter,₣100,Obverse
151,France,Franc,0,Gustave Eiffel,1832–1923,NA,1996–2002,engineer and architect,₣200,obverse
151,France,Franc,0,Marie Curie and Pierre Curie,1867–1934 (Marie Curie); 1859-1906 (Pierre Curie),NA,1995–2002,"Physicist and chemist (Marie Curie); Physicist, a pioneer in crystallography, magnetism, piezoelectricity and radioactivity (Pierre Curie); received the Nobel Prize in Physics in 1903",₣500,Obverse
152,French Polynesia,CFP franc,0,Louis Antoine de Bougainville,1729-1811,NA,1992-2010,"Admiral and explorer; known to circumnavigate the world, during the 18th century","5,000 CFP francs",Obverse
152,French Polynesia,CFP franc,0,Auguste Febvrier Despointes,1796-1855,NA,1992-2010,Counter admiral,"5,000 CFP francs",Reverse
153,Gabon,Central African CFA franc,0,El Hadj Omar Bongo Ondimba,1935-2009,NA,1971,President of Gabon (1967-2009),"10,000 CFA francs",Obverse
153,Gabon,Central African CFA franc,0,El Hadj Omar Bongo Ondimba,1935-2009,NA,"1974-1984 (1,000 CFA francs); 1974-1978 (5,000 CFA francs); 1974-1978 (10,000 CFA francs)",President of Gabon (1967-2009),"All (1,000-10,000 CFA francs)",Obverse
153,Gabon,Central African CFA franc,0,El Hadj Omar Bongo Ondimba,1935-2009,NA,1985-1992,President of Gabon (1967-2009),"1,000 CFA francs",Obverse
154,Germany,Deutsche Mark,0,Paul Ehrlich,1854–1915,NA,1990–2002,"Nobel Prize winner, 1908",200 DM,obverse
154,Germany,Deutsche Mark,0,Carl Friedrich Gauss,1777–1855,NA,1991–2002,mathematician and scientist,10 DM,obverse
154,Germany,Deutsche Mark,0,Jacob Grimm,1785–1863,NA,1992–2002,"older of the Brothers Grimm, recorders of folk and fairy tales","1,000 DM",obverse
154,Germany,Deutsche Mark,0,Wilhelm Grimm,1786–1859,NA,1992–2002,"younger of the Brothers Grimm, recorders of folk and fairy tales","1,000 DM",obverse
154,Germany,Deutsche Mark,0,Maria Sibylla Merian,1647–1717,NA,1992–2002,naturalist and illustrator,500 DM,obverse
154,Germany,Deutsche Mark,0,Balthasar Neumann,1687–1753,NA,1991–2002,Baroque architect,50 DM,obverse
154,Germany,Deutsche Mark,0,Clara Schumann,1819–1896,NA,1990–2002,classical pianist and composer,100 DM,obverse
154,Germany,Deutsche Mark,0,Bettina von Arnim,1785–1859,NA,1992–2002,novelist,5 DM,obverse
154,Germany,Deutsche Mark,0,Annette von Droste-Hülshoff,1797–1848,NA,1992–2002,poet and author,20 DM,obverse
155,Greece,Drachma,0,John Capodistria,1776–1831,NA,1983–2002,1st Governor of Greece (1827–1831),500 Δρ.,obverse
155,Greece,Drachma,0,Rigas Feraios,1757–1798,NA,1997–2002,Revolutionary; first casualty of the Greek War of Independence,200 Δρ.,obverse
155,Greece,Drachma,0,Theodoros Kolokotronis,1770–1843,NA,1997–2002,General during the Greek War of Independence,"5,000 Δρ.",obverse
155,Greece,Drachma,0,Adamantios Korais,1748–1833,NA,1978–2002,Linguist; author of the first modern Greek dictionary,100 Δρ.,reverse
155,Greece,Drachma,0,Georgios Papanikolaou,1883–1962,NA,1995–2002,Pioneer in early cancer detection,"10,000 Δρ.",obverse
156,Guadeloupe,Franc,0,Christopher Columbus,1451-1506,NA,1942,"Explorer, navigator and colonizer; responsible for establishing permanent settlements on the island of Hispaniola and initiated the European colonization of the New World",5 francs,Obverse
156,Guadeloupe,Franc,0,Louis Antoine de Bougainville,1729-1811,NA,1947-1949,"Being the first Frenchman to circumnavigate the world, during the 18th century",5 francs,Obverse
156,Guadeloupe,Franc,0,Jean-Baptiste Colbert (Marquis de Seignelay),1651-1690,NA,1947-1949,Politician,10 francs,Obverse
156,Guadeloupe,Franc,0,Émile Gentil,1866-1914,NA,1947-1949,"Colonial administrator, naval officer, and colonial military leader",20 francs,Obverse
156,Guadeloupe,Franc,0,Belain d'Esnambuc,,NA,1947-1949,,50 francs,Obverse
156,Guadeloupe,Franc,0,Louis-Charles Mahé de La Bourdonnais,1795-1840,NA,1947-1949,Chess master,100 francs,Obverse
156,Guadeloupe,Franc,0,Victor Schœlcher,1804-1893,NA,1947-1949,Abolitionist,"5,000 francs",Obverse
157,Guinea,Franc,0,Ahmed Sékou Touré,1922-1984,NA,1958-1963,1st President of Guinea (1958-1984),"All (50-10,000 francs)",Obverse
157,Guinea,Syli,0,Mafori Bangoura,,NA,1981,,1 Syli,Obverse
157,Guinea,Syli,0,Mohammed V,1909-1961,NA,1981,Sultan of Morocco (1927-1957); King of Morocco (1957-1961),2 Sylis,Obverse
157,Guinea,Syli,0,Francis Nwia Kofie Kwame Nkrumah,1909-1972,NA,1980,1st President of Ghana (1960-1966),5 Sylis,Obverse
157,Guinea,Syli,0,Patrice Émery Lumumba,1925-1961,NA,1971-1980,"Prime Minister of Congo-Léopoldville (June 24-September 14, 1960)",10 Sylis,Obverse
157,Guinea,Syli,0,Behazin of Dahomey,,NA,1971-1980,King of Dahomey,25 Sylis,Obverse
157,Guinea,Syli,0,Alpha Yaya Diallo,,NA,1971-1980,King of Labé,50 Sylis,Obverse
157,Guinea,Syli,0,Samory Touré,,NA,1971-1980,,100 Sylis,Obverse
157,Guinea,Syli,0,Josip Broz Tito,1892-1980,NA,1980,1st President of Yugoslavia (1953-1980); 23rd Prime Minister of Yugoslavia (1944-1963); 1st Secretary-General of the Non-Aligned Movement (1961-1964); 1st Federal Secretary of National Defense (1945-1953); 4th President of the League of Communists of Yugoslavia (1939-1940),500 Sylis,Obverse
158,Guinea-Bissau,Peso,0,Pansa Na Isna,,NA,1975-1993,,50 pesos,Obverse
158,Guinea-Bissau,Peso,0,Domingos Ramos,,NA,1975-1990,,100 pesos,Obverse
158,Guinea-Bissau,Peso,0,Francisco Mendes,1939-1978,NA,1983-1990,1st Prime Minister of Guinea-Bissau (1973-1978),500 pesos,Obverse
158,Guinea-Bissau,Peso,0,Amílcar Cabral,1924-1973,NA,"1978–1993 (1000 pesos); 1984–1993 (5000 pesos); 1990–1997 (10,000 pesos)","Guinea-Bissauan and Cape Verdean agricultural engineer, writer, and a nationalist thinker and political leader","All (1000–10,000 pesos)",Obverse
159,Hungary,Forint,0,Endre Ady,1877–1919,NA,1970–1999,poet,500 Ft,obverse
159,Hungary,Forint,0,Endre Ady,1877–1919,NA,1992–1999,poet,500 Ft,obverse
159,Hungary,Forint,0,Béla Bartók,1881–1945,NA,1983–1999,Composer and pianist,"1,000 Ft",obverse
159,Hungary,Forint,0,Béla Bartók,1881–1945,NA,1993–1999,Composer and pianist,"1,000 Ft",obverse
159,Hungary,Forint,0,György Dózsa,????-1514,NA,1948–1992,Led a peasants' revolt against the nobility,20 Ft,obverse
159,Hungary,Forint,0,György Dózsa,????-1514,NA,1920–1992,Led a peasants' revolt against the nobility,20 Ft,obverse
159,Hungary,Forint,0,György Dózsa,????-1514,NA,1960–1992,Led a peasants' revolt against the nobility,20 Ft,obverse
159,Hungary,Forint,0,Francis II,1676–1735,NA,1953–1996,Prince of Transylvania; led the uprising against the Hungarian monarchy (1703–1711),50 Ft,obverse
159,Hungary,Forint,0,Francis II,1676–1735,NA,1966–1996,Prince of Transylvania; led the uprising against the Hungarian monarchy (1703–1711),50 Ft,obverse
159,Hungary,Forint,0,Lajos Kossuth,1802–1894,NA,1948–1998,Statesman and freedom fighter,100 Ft,obverse
159,Hungary,Forint,0,Lajos Kossuth,1802–1894,NA,1920–1998,Statesman and freedom fighter,100 Ft,obverse
159,Hungary,Forint,0,Lajos Kossuth,1802–1894,NA,1959–1998,Statesman and freedom fighter,100 Ft,obverse
159,Hungary,Forint,0,Lajos Kossuth,1802–1894,NA,1992–1998,Statesman and freedom fighter,100 Ft,obverse
159,Hungary,Forint,0,Sándor Petőfi,1823–1849,NA,1947–1992,National poet; key figure of the Hungarian Revolution of 1848,10 Ft,obverse
159,Hungary,Forint,0,Sándor Petőfi,1823–1849,NA,1950–1992,National poet; key figure of the Hungarian Revolution of 1848,10 Ft,obverse
159,Hungary,Forint,0,Sándor Petőfi,1823–1849,NA,1959–1992,National poet; key figure of the Hungarian Revolution of 1848,10 Ft,obverse
159,Hungary,Forint,0,István Széchenyi,1791–1860,NA,1991–1999,Statesman and political theorist,"5,000 Ft",obverse
160,Iceland,Króna,0,Ingólfur Arnarson,unknown,NA,1960–1969,"first permanent settler of Iceland, 874",5 kr,obverse
160,Iceland,Króna,0,Christian IX,1818–1906,NA,1886–1907,"King of Denmark, 1863–1906; signed the treaty that gave Iceland sovereignty, 1874",5 kr,obverse
160,Iceland,Króna,0,Christian IX,1818–1906,NA,1907–1919,"King of Denmark, 1863–1906; signed the treaty that gave Iceland sovereignty, 1874",5 kr,obverse
160,Iceland,Króna,0,Christian IX,1818–1906,NA,1919–1920,"King of Denmark, 1863–1906; signed the treaty that gave Iceland sovereignty, 1874",5 kr,obverse
160,Iceland,Króna,0,Christian IX,1818–1906,NA,1886–1907,"King of Denmark, 1863–1906; signed the treaty that gave Iceland sovereignty, 1874",10 kr,obverse
160,Iceland,Króna,0,Christian IX,1818–1906,NA,1907–1916,"King of Denmark, 1863–1906; signed the treaty that gave Iceland sovereignty, 1874",Christian IX,obverse
160,Iceland,Króna,0,Christian IX,1818–1906,NA,1916–1920,"King of Denmark, 1863–1906; signed the treaty that gave Iceland sovereignty, 1874",Christian IX,obverse
160,Iceland,Króna,0,Christian IX,1818–1906,NA,1886–1907,"King of Denmark, 1863–1906; signed the treaty that gave Iceland sovereignty, 1874",50 kr,obverse
160,Iceland,Króna,0,Christian IX,1818–1906,NA,1916–1920,"King of Denmark, 1863–1906; signed the treaty that gave Iceland sovereignty, 1874",Christian IX,obverse
160,Iceland,Króna,0,Christian IX,1818–1906,NA,1916–1935,"King of Denmark, 1863–1906; signed the treaty that gave Iceland sovereignty, 1874",100 kr,obverse
160,Iceland,Króna,0,Christian X,1870–1947,NA,1907–1916,"King of Denmark, 1912–1947;King of Iceland, 1918–1944",5 kr,obverse
160,Iceland,Króna,0,Christian X,1870–1947,NA,1929–1935,"King of Denmark, 1912–1947;King of Iceland, 1918–1944",5 kr,obverse
160,Iceland,Króna,0,Christian X,1870–1947,NA,1907–1916,"King of Denmark, 1912–1947;King of Iceland, 1918–1944",10 kr,obverse
160,Iceland,Króna,0,Christian X,1870–1947,NA,1929–1934,"King of Denmark, 1912–1947;King of Iceland, 1918–1944",Christian X,obverse
160,Iceland,Króna,0,Christian X,1870–1947,NA,1907–1916,"King of Denmark, 1912–1947;King of Iceland, 1918–1944",50 kr,obverse
160,Iceland,Króna,0,Christian X,1870–1947,NA,1931–1936,"King of Denmark, 1912–1947;King of Iceland, 1918–1944",Christian X,obverse
160,Iceland,Króna,0,Christian X,1870–1947,NA,1929–1935,"King of Denmark, 1912–1947;King of Iceland, 1918–1944",100 kr,obverse
160,Iceland,Króna,0,Jón Eiríksson,1728–1787,NA,1935–1947,promoter of enlightenment,5 kr,obverse
160,Iceland,Króna,0,Jón Eiríksson,1728–1787,NA,1947–1960,promoter of enlightenment,5 kr,obverse
160,Iceland,Króna,1,Jón Eiríksson,1728–1787,NA,NA,promoter of enlightenment,10 kr,1969–1984
160,Iceland,Króna,0,Jón Eiríksson,1728–1787,NA,1936–1948,promoter of enlightenment,50 kr,obverse
160,Iceland,Króna,0,Jón Eiríksson,1728–1787,NA,1948–1960,promoter of enlightenment,Jón Eiríksson,obverse
160,Iceland,Króna,0,Frederick VIII,1843–1912,NA,1907–1916,"King of Denmark, 1906–1912",50 kr,obverse
160,Iceland,Króna,0,Arngrímur Jónsson,1568–1648,NA,1981–1984,scholar,10 kr,obverse
160,Iceland,Króna,0,Árni Magnússon,1663–1730,NA,1981–1995,medieval Icelandic scholar,100 kr,obverse
160,Iceland,Króna,0,Jón Sigurðsson,1811–1879,NA,1934–1947,leader of the Icelandic independence movement,10 kr,obverse
160,Iceland,Króna,0,Jón Sigurðsson,1811–1879,NA,1947–1969,leader of the Icelandic independence movement,10 kr,obverse
160,Iceland,Króna,0,Jón Sigurðsson,1811–1879,NA,1935–1947,leader of the Icelandic independence movement,100 kr,obverse
160,Iceland,Króna,0,Jón Sigurðsson,1811–1879,NA,1947–1973,leader of the Icelandic independence movement,Jón Sigurðsson,obverse
160,Iceland,Króna,0,Jón Sigurðsson,1811–1879,NA,1944–1948,leader of the Icelandic independence movement,500 kr,obverse
160,Iceland,Króna,0,Jón Sigurðsson,1811–1879,NA,1948–1968,leader of the Icelandic independence movement,Jón Sigurðsson,obverse
160,Iceland,Króna,0,Guðbrandur Þorláksson,1541–1627,NA,1981–1987,"bishop; published the first Icelandic translation of the Bible, 1584",50 kr,obverse
161,Indonesia,Rupiah,0,Sukarno,1901–1970,NA,1946–1950,1st President of Indonesia (1945–1967),All (1–100 rupiah),Obverse
161,Indonesia,Rupiah,0,Sukarno,1901–1970,NA,1947,1st President of Indonesia (1945–1967),All (5–100 rupiah),Obverse
161,Indonesia,Rupiah,0,Sukarno,1901-1970,NA,1947,1st President of Indonesia (1945–1967),All (25–250 rupiah),Obverse
161,Indonesia,Rupiah,0,Sukarno,1901–1970,NA,1947,1st President of Indonesia (1945–1967),All (40–600 rupiah),Obverse
161,Indonesia,New Rupiah (Rupiah Baru),0,Sukarno,1901–1970,NA,1949,1st President of Indonesia (1945–1967),Both (10 and 100 rupiah baru),Obverse
161,Indonesia,Rupiah,0,Sukarno,1901-1970,NA,1950,1st President of Indonesia (1945–1967),Both (5 and 10 rupiah),Obverse
161,Indonesia,Rupiah,0,Raden Adjeng Kartini,1879–1904,NA,1953–1961,Women's emancipation and national heroine,5 rupiah,Obverse
161,Indonesia,Rupiah,0,Pangeran Diponegoro,1785–1855,NA,1953–1960,"Prince of Java, national hero",100 rupiah,Obverse
161,Indonesia,Rupiah,0,Sukarno,1901–1970,NA,1964–1968,1st President of Indonesia (1945–1967),Both (1 and 2 1/2 rupiah),Obverse
161,Indonesia,Rupiah,0,Sukarno,1901–1970,NA,"1965–1971 (except for the 2,500 and 5,000 rupiah notes, which were not issued)",1st President of Indonesia (1945–1967),"All (5–5,000 rupiah)",Obverse
161,Indonesia,Rupiah,0,Sudirman,1916–1950,NA,1968–1977,1st commander-in-chief of the Indonesian Armed Forces (1945–1950),"All (1–10,000 rupiah)",Obverse
161,Indonesia,Rupiah,0,Pangeran Diponegoro,1785–1855,NA,1975–1988,"Prince of Java, national hero",1000 rupiah,Obverse
161,Indonesia,Rupiah,0,Soetomo,1888–1938,NA,1980–1992,"Doctor and politician, national hero",1000 rupiah,Obverse
161,Indonesia,Rupiah,0,Sisingamangaraja XII,1849–1907,NA,1987–1995,"Priest-king of Batak people in northern Sumatra, national hero",1000 rupiah,Obverse
161,Indonesia,Rupiah,0,Teuku Umar,1854–1899,NA,1986–1995,"Leader in a guerrilla campaign against the Dutch during the Aceh War, national hero",5000 rupiah,Obverse
161,Indonesia,Rupiah,0,Raden Adjeng Kartini,1879–1904,NA,1985–1995,Women's emancipation and national heroine,"10,000 rupiah",Obverse
161,Indonesia,Rupiah,0,Hamengkubuwono IX,1912–1988,NA,1992–2000,"2nd Vice President of Indonesia (1973–1978), national hero","10,000 rupiah",Obverse
161,Indonesia,Rupiah,0,Suharto,1921–2008,NA,1993–2000,2nd President of Indonesia (1967–1998),"50,000 rupiah",Obverse
161,Indonesia,Rupiah,0,Cut Nyak Dhien,1850–1908,NA,1998–2008,"Leader of the Aceh guerrilla forces during the Aceh War, national heroine","10,000 rupiah",Obverse
161,Indonesia,Rupiah,0,Ki Hajar Dewantara,1889–1959,NA,1998–2008,"1st Minister of National Education of Indonesia (1945), national hero","20,000 rupiah",Obverse
